HCO_ID,Sales,Units,Rank,Sales_Share,Cumulative_Sales_Share,Province,Region,HCO_Type,HCO_Tier
HCO1331,247196501.0,73.0,1007,0.00038913999990192725,0.7556440319833536,Binh Dinh,Central,Vax Center,Tier 2
HCO1931,247186905.0,69.0,1008,0.00038912489375186464,0.7560331568771055,Quang Ngai,Central,Vax Center,Tier 3
HCO0737,246943224.0,71.0,1009,0.0003887412879001131,0.7564218981650056,Hung Yen,North,Vax Center,Tier 2
HCO1492,246917573.0,68.0,1010,0.00038870090775679753,0.7568105990727624,Hue,Central,Vax Center,Tier 2
HCO0211,246881423.0,69.0,1011,0.0003886439999488814,0.7571992430727112,Binh Duong,South,Vax Center,Tier 3
HCO0671,246766675.0,69.0,1012,0.00038846336213027105,0.7575877064348415,Thai Nguyen,North,Vax Center,Tier 2
HCO1672,246306071.0,71.0,1013,0.0003877382732241185,0.7579754447080657,Kien Giang,South,Vax Center,Tier 2
HCO1259,246225255.0,70.0,1014,0.00038761105160850154,0.7583630557596741,Ha Tinh,Central,Vax Center,Tier 2
HCO1429,245436729.0,73.0,1015,0.0003863697435547008,0.7587494255032288,Can Tho,South,Vax Center,Tier 2
HCO1503,245418285.0,69.0,1016,0.00038634070876606444,0.7591357662119949,Hue,Central,Vax Center,Tier 2
HCO1823,245331693.0,70.0,1017,0.00038620439449488665,0.7595219706064897,Quang Binh,Central,Vax Center,Tier 2
HCO0455,245076118.0,68.0,1018,0.0003858020649510921,0.7599077726714408,Hanoi,North,Vax Center,Tier 2
HCO0720,245043271.0,71.0,1019,0.00038575035676944284,0.7602935230282103,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1606,245030749.0,69.0,1020,0.0003857306444714974,0.7606792536726817,Nghe An,Central,Vax Center,Tier 2
HCO0123,244935068.0,72.0,1021,0.00038558002217635977,0.7610648336948581,Bac Ninh,North,Vax Center,Tier 2
HCO0258,244915892.0,71.0,1022,0.00038554983506364606,0.7614503835299218,Nghe An,Central,Vax Center,Tier 2
HCO1643,244735491.0,71.0,1023,0.0003852658454244792,0.7618356493753463,Dong Nai,South,Vax Center,Tier 2
HCO1283,244600654.0,71.0,1024,0.000385053583236485,0.7622207029585828,Da Nang,Central,Vax Center,Tier 2
HCO0863,244521035.0,66.0,1025,0.0003849282459540928,0.7626056312045368,Thai Nguyen,North,Vax Center,Tier 2
HCO1019,243905935.0,71.0,1026,0.0003839599474022469,0.7629895911519391,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1072,243732434.0,69.0,1027,0.00038368681983430054,0.7633732779717733,Ninh Binh,North,Vax Center,Tier 2
HCO1974,243359464.0,73.0,1028,0.00038309968552950136,0.7637563776573029,Binh Dinh,Central,Vax Center,Tier 2
HCO1645,243291660.0,69.0,1029,0.0003829929475763078,0.7641393706048791,Dong Nai,South,Hospital,Tier 2
HCO0533,243153862.0,70.0,1030,0.00038277602414296804,0.7645221466290221,Ho Chi Minh City,South,Vax Center,Tier 2
HCO0771,242866530.0,71.0,1031,0.00038232370230993444,0.764904470331332,Lam Dong,South,Vax Center,Tier 2
HCO1750,242853215.0,72.0,1032,0.00038230274166090527,0.765286773072993,Quang Binh,Central,Vax Center,Tier 2
HCO0195,242804820.0,70.0,1033,0.0003822265576121058,0.7656689996306051,Vinh Phuc,North,Vax Center,Tier 2
HCO1477,242753586.0,70.0,1034,0.00038214590437197365,0.7660511455349771,Lam Dong,South,Vax Center,Tier 2
HCO0997,242606544.0,69.0,1035,0.0003819144289116249,0.7664330599638888,Can Tho,South,Vax Center,Tier 2
HCO1377,242444110.0,70.0,1036,0.00038165872316138825,0.7668147186870502,Kien Giang,South,Vax Center,Tier 2
HCO1656,242317650.0,68.0,1037,0.00038145964815754105,0.7671961783352077,Thai Nguyen,North,Vax Center,Tier 2
HCO1899,242222279.0,70.0,1038,0.0003813095138685017,0.7675774878490762,Hanoi,North,Vax Center,Tier 2
HCO1692,242064858.0,68.0,1039,0.0003810616996491388,0.7679585495487253,Thai Nguyen,North,Vax Center,Tier 2
HCO0714,242011085.0,69.0,1040,0.00038097704948164015,0.7683395265982069,Hanoi,North,Vax Center,Tier 2
HCO1193,241902088.0,71.0,1041,0.0003808054649632601,0.7687203320631701,Ba Ria - Vung Tau,South,Vax Center,Tier 2
HCO1707,241861822.0,69.0,1042,0.00038074207769372894,0.7691010741408638,Ba Ria - Vung Tau,South,Vax Center,Tier 3
HCO0691,241771028.0,68.0,1043,0.0003805991485785992,0.7694816732894424,Quang Tri,Central,Vax Center,Tier 2
HCO0339,241737257.0,67.0,1044,0.0003805459858239343,0.7698622192752663,Ninh Binh,North,Vax Center,Tier 2
HCO1817,241236594.0,69.0,1045,0.0003797578355103872,0.7702419771107767,Ninh Binh,North,Vax Center,Tier 2
HCO0458,241227935.0,69.0,1046,0.00037974420439811204,0.7706217213151748,Thai Nguyen,North,Vax Center,Tier 2
HCO0677,240900075.0,71.0,1047,0.00037922808285168353,0.7710009493980265,Dong Nai,South,Vax Center,Tier 2
HCO0493,240851407.0,67.0,1048,0.0003791514690426748,0.7713801008670692,Hai Duong,North,Vax Center,Tier 2
HCO1803,240533411.0,64.0,1049,0.00037865087553545193,0.7717587517426047,Ha Tinh,Central,Vax Center,Tier 2
HCO0506,240454637.0,67.0,1050,0.000378526868463231,0.7721372786110678,Hung Yen,North,Vax Center,Tier 2
HCO0579,239769856.0,66.0,1051,0.00037744887715997693,0.7725147274882278,Lam Dong,South,Vax Center,Tier 2
HCO1619,239723459.0,69.0,1052,0.0003773758383891917,0.772892103326617,Long An,South,Vax Center,Tier 2
HCO0070,239628695.0,64.0,1053,0.0003772266596475771,0.7732693299862645,Can Tho,South,Vax Center,Tier 2
HCO0106,239475639.0,68.0,1054,0.0003769857168689211,0.7736463157031335,Hanoi,North,Vax Center,Tier 2
HCO0822,239240253.0,74.0,1055,0.00037661516911583246,0.7740229308722493,Hung Yen,North,Hospital,Tier 3
HCO0479,239164818.0,67.0,1056,0.0003764964183415543,0.7743994272905909,Quang Binh,Central,Vax Center,Tier 2
HCO1261,238842964.0,66.0,1057,0.0003759897515197273,0.7747754170421106,Quang Binh,Central,Hospital,Tier 2
HCO0297,238801771.0,66.0,1058,0.0003759249049545408,0.7751513419470651,Binh Duong,South,Vax Center,Tier 2
HCO1013,238790531.0,68.0,1059,0.0003759072107979439,0.7755272491578631,Binh Dinh,Central,Vax Center,Tier 2
HCO0795,238543095.0,68.0,1060,0.00037551769377554994,0.7759027668516386,Binh Duong,South,Vax Center,Tier 2
HCO0665,238521565.0,63.0,1061,0.0003754838009649155,0.7762782506526036,Long An,South,Vax Center,Tier 2
HCO0396,238476571.0,66.0,1062,0.0003754129708152784,0.7766536636234188,Binh Duong,South,Vax Center,Tier 3
HCO1815,238326165.0,69.0,1063,0.0003751761997016564,0.7770288398231204,Hai Duong,North,Vax Center,Tier 2
HCO1983,237904796.0,66.0,1064,0.0003745128750512048,0.7774033526981716,Bac Ninh,North,Vax Center,Tier 2
HCO1834,237896431.0,71.0,1065,0.00037449970675761644,0.7777778524049292,Quang Tri,Central,Vax Center,Tier 2
HCO1562,237656446.0,66.0,1066,0.0003741219191979274,0.7781519743241272,Hai Phong,North,Vax Center,Tier 2
HCO1111,237549688.0,67.0,1067,0.00037395385934294777,0.7785259281834701,Thanh Hoa,Central,Vax Center,Tier 2
HCO0788,237129990.0,66.0,1068,0.00037329316520278745,0.7788992213486728,Hue,Central,Vax Center,Tier 2
HCO1461,236804094.0,69.0,1069,0.0003727801354111237,0.7792720014840839,Hai Phong,North,Vax Center,Tier 2
HCO1595,236759161.0,68.0,1070,0.00037270940128849303,0.7796447108853725,Nghe An,Central,Vax Center,Tier 2
HCO1541,236740209.0,67.0,1071,0.00037267956679954073,0.780017390452172,Nghe An,Central,Vax Center,Tier 2
HCO1570,236397326.0,67.0,1072,0.00037213979584790267,0.7803895302480199,Vinh Phuc,North,Vax Center,Tier 2
HCO1115,235812844.0,69.0,1073,0.00037121969655643785,0.7807607499445763,Nghe An,Central,Vax Center,Tier 2
HCO1375,235682156.0,63.0,1074,0.0003710139657790949,0.7811317639103554,Hung Yen,North,Vax Center,Tier 2
HCO1612,235649407.0,70.0,1075,0.00037096241187034123,0.7815027263222257,Quang Ninh,North,Vax Center,Tier 2
HCO1720,235553972.0,67.0,1076,0.00037081217683165575,0.7818735384990574,Ha Tinh,Central,Hospital,Tier 2
HCO1773,235511716.0,69.0,1077,0.00037074565687781605,0.7822442841559352,Bac Ninh,North,Vax Center,Tier 2
HCO1454,235416872.0,63.0,1078,0.0003705963521991439,0.7826148805081343,Thai Nguyen,North,Vax Center,Tier 2
HCO0076,235099599.0,63.0,1079,0.0003700968968480793,0.7829849774049824,Khanh Hoa,South,Hospital,Tier 2
HCO1325,234712275.0,67.0,1080,0.000369487166286715,0.7833544645712691,Ho Chi Minh City,South,Vax Center,Tier 3
HCO0019,234380177.0,68.0,1081,0.0003689643732246586,0.7837234289444938,Khanh Hoa,South,Vax Center,Tier 2
HCO1838,233999127.0,65.0,1082,0.0003683645192770389,0.7840917934637708,Hung Yen,North,Vax Center,Tier 2
HCO1218,233994995.0,65.0,1083,0.00036835801462801234,0.7844601514783988,Hung Yen,North,Vax Center,Tier 3
HCO1468,233975887.0,68.0,1084,0.00036832793456179763,0.7848284794129605,Quang Ngai,Central,Vax Center,Tier 2
HCO0290,233835728.0,72.0,1085,0.0003681072944110446,0.7851965867073716,Can Tho,South,Vax Center,Tier 2
HCO0813,233801402.0,70.0,1086,0.0003680532579680424,0.7855646399653397,Quang Tri,Central,Hospital,Tier 2
HCO0778,233784488.0,68.0,1087,0.00036802663172563315,0.7859326665970653,Hung Yen,North,Vax Center,Tier 2
HCO0824,233590055.0,69.0,1088,0.00036772055272655814,0.7863003871497919,Long An,South,Vax Center,Tier 2
HCO1448,233486960.0,67.0,1089,0.0003675582592146047,0.7866679454090065,Kien Giang,South,Vax Center,Tier 2
HCO1963,233355598.0,66.0,1090,0.00036735146741755125,0.787035296876424,Ninh Binh,North,Vax Center,Tier 2
HCO1123,233340863.0,64.0,1091,0.00036732827138574915,0.7874026251478098,Quang Ninh,North,Vax Center,Tier 2
HCO0322,233041633.0,65.0,1092,0.00036685721956381966,0.7877694823673737,Hung Yen,North,Hospital,Tier 2
HCO0779,233015798.0,62.0,1093,0.00036681654976527156,0.7881362989171389,Quang Tri,Central,Vax Center,Tier 2
HCO1286,233014761.0,67.0,1094,0.00036681491730616205,0.788503113834445,Khanh Hoa,South,Vax Center,Tier 2
HCO0901,232774227.0,64.0,1095,0.000366436265503415,0.7888695500999484,Vinh Phuc,North,Vax Center,Tier 2
HCO0566,232566168.0,61.0,1096,0.0003661087362749993,0.7892356588362234,Vinh Phuc,North,Vax Center,Tier 2
HCO0370,232481721.0,66.0,1097,0.0003659757986911792,0.7896016346349145,Ha Tinh,Central,Vax Center,Tier 2
HCO1527,232476583.0,65.0,1098,0.00036596771038365297,0.7899676023452982,Tien Giang,South,Vax Center,Tier 2
HCO0983,232337019.0,70.0,1099,0.0003657480068897661,0.790333350352188,Quang Binh,Central,Vax Center,Tier 2
HCO1713,232261947.0,68.0,1100,0.0003656298275548869,0.7906989801797428,Hanoi,North,Hospital,Tier 2
HCO0713,232088643.0,67.0,1101,0.0003653570101069449,0.7910643371898498,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1573,231968381.0,66.0,1102,0.00036516769207663754,0.7914295048819264,Khanh Hoa,South,Vax Center,Tier 2
HCO0976,231795634.0,63.0,1103,0.0003648957514654593,0.7917944006333919,Nghe An,Central,Vax Center,Tier 2
HCO1238,231780169.0,64.0,1104,0.00036487140625800636,0.7921592720396499,Kien Giang,South,Vax Center,Tier 3
HCO0380,231770601.0,66.0,1105,0.0003648563441859139,0.7925241283838358,Kien Giang,South,Vax Center,Tier 2
HCO0377,231337221.0,70.0,1106,0.0003641741116604726,0.7928883024954962,Vinh Phuc,North,Hospital,Tier 2
HCO0567,231250282.0,66.0,1107,0.00036403725113730735,0.7932523397466336,Khanh Hoa,South,Vax Center,Tier 3
HCO0092,231028194.0,63.0,1108,0.00036368763727162313,0.7936160273839051,Binh Dinh,Central,Vax Center,Tier 2
HCO0316,230955612.0,65.0,1109,0.0003635733777276627,0.7939796007616328,Binh Duong,South,Vax Center,Tier 2
HCO1694,230897809.0,68.0,1110,0.000363482383480886,0.7943430831451137,Da Nang,Central,Vax Center,Tier 2
HCO1597,230770322.0,68.0,1111,0.0003632816917600614,0.7947063648368737,Thanh Hoa,Central,Vax Center,Tier 2
HCO0075,230580337.0,62.0,1112,0.00036298261486139056,0.7950693474517351,Dong Nai,South,Vax Center,Tier 2
HCO0058,230544090.0,71.0,1113,0.00036292555435479205,0.7954322730060899,Quang Binh,Central,Hospital,Tier 2
HCO1136,230506198.0,67.0,1114,0.000362865904267446,0.7957951389103574,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1349,230472352.0,62.0,1115,0.0003628126234467896,0.7961579515338042,Quang Ngai,Central,Vax Center,Tier 3
HCO1011,230084461.0,64.0,1116,0.0003622020003065293,0.7965201535341108,Quang Ninh,North,Vax Center,Tier 2
HCO0647,229792507.0,64.0,1117,0.0003617424024599912,0.7968818959365708,Long An,South,Vax Center,Tier 3
HCO0825,229676962.0,63.0,1118,0.0003615605099934442,0.7972434564465642,Hung Yen,North,Hospital,Tier 2
HCO1302,229159358.0,67.0,1119,0.00036074569093373095,0.7976042021374979,Quang Binh,Central,Vax Center,Tier 2
HCO1528,229000811.0,66.0,1120,0.0003604961041502819,0.7979646982416482,Quang Binh,Central,Vax Center,Tier 2
HCO1220,228775976.0,66.0,1121,0.00036014216592088135,0.798324840407569,Long An,South,Vax Center,Tier 2
HCO0355,228715225.0,63.0,1122,0.000360046530893531,0.7986848869384625,Nghe An,Central,Vax Center,Tier 2
HCO0960,228695803.0,65.0,1123,0.0003600159565243651,0.7990449028949869,Binh Duong,South,Vax Center,Tier 2
HCO0218,228650162.0,71.0,1124,0.00035994410785877444,0.7994048470028456,Nghe An,Central,Vax Center,Tier 3
HCO0331,227940291.0,61.0,1125,0.0003588266195458214,0.7997636736223914,Tien Giang,South,Hospital,Tier 2
HCO0056,227765949.0,57.0,1126,0.00035855216806455673,0.800122225790456,Quang Ninh,North,Vax Center,Tier 2
HCO0923,226214985.0,64.0,1127,0.0003561106200314481,0.8004783364104875,Thai Nguyen,North,Vax Center,Tier 3
HCO0644,226179050.0,67.0,1128,0.0003560540506793743,0.8008343904611669,Khanh Hoa,South,Vax Center,Tier 2
HCO1150,226081011.0,64.0,1129,0.000355899716389463,0.8011902901775564,Hung Yen,North,Vax Center,Tier 2
HCO0311,225876584.0,63.0,1130,0.00035557790470346366,0.8015458680822598,Bac Ninh,North,Hospital,Tier 2
HCO0226,225865636.0,63.0,1131,0.0003555606702171271,0.8019014287524769,Dong Nai,South,Vax Center,Tier 2
HCO0462,225785297.0,66.0,1132,0.0003554341995012163,0.8022568629519782,Binh Dinh,Central,Vax Center,Tier 2
HCO0259,225444552.0,67.0,1133,0.00035489779421744334,0.8026117607461957,Quang Tri,Central,Vax Center,Tier 2
HCO0469,225425452.0,62.0,1134,0.0003548677267449344,0.8029666284729406,Thanh Hoa,Central,Vax Center,Tier 2
HCO0569,225249804.0,63.0,1135,0.0003545912193412039,0.8033212196922819,Kien Giang,South,Vax Center,Tier 2
HCO0238,225070541.0,65.0,1136,0.0003543090211566818,0.8036755287134385,Hai Duong,North,Vax Center,Tier 2
HCO1552,225053171.0,63.0,1137,0.0003542816770730441,0.8040298103905116,Nam Dinh,North,Vax Center,Tier 2
HCO0323,224887240.0,62.0,1138,0.00035402046629917584,0.8043838308568108,Da Nang,Central,Vax Center,Tier 3
HCO1882,224540668.0,68.0,1139,0.00035347488807496784,0.8047373057448858,Hung Yen,North,Vax Center,Tier 2
HCO0038,224220137.0,63.0,1140,0.00035297030393723137,0.805090276048823,Nam Dinh,North,Vax Center,Tier 2
HCO0633,223640406.0,66.0,1141,0.00035205768373277647,0.8054423337325558,Hung Yen,North,Vax Center,Tier 3
HCO0577,223233357.0,70.0,1142,0.00035141690181564057,0.8057937506343714,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1544,223180478.0,64.0,1143,0.0003513336589947609,0.8061450842933662,Binh Duong,South,Vax Center,Tier 2
HCO1119,222901564.0,63.0,1144,0.0003508945888886163,0.8064959788822548,Quang Binh,Central,Vax Center,Tier 2
HCO0640,222814167.0,63.0,1145,0.00035075700737579614,0.8068467358896305,Nghe An,Central,Hospital,Tier 2
HCO1052,222631971.0,62.0,1146,0.0003504701920238987,0.8071972060816545,Long An,South,Vax Center,Tier 2
HCO1617,222574921.0,67.0,1147,0.00035038038315967696,0.8075475864648142,Vinh Phuc,North,Vax Center,Tier 2
HCO1881,222565423.0,62.0,1148,0.0003503654312825099,0.8078979518960967,Hanoi,North,Vax Center,Tier 2
HCO1029,222409080.0,66.0,1149,0.00035011931406499854,0.8082480712101617,Hue,Central,Vax Center,Tier 2
HCO0706,222355987.0,62.0,1150,0.00035003573436248977,0.8085981069445243,Khanh Hoa,South,Vax Center,Tier 2
HCO0903,222328402.0,63.0,1151,0.000349992309690806,0.8089480992542151,Nghe An,Central,Vax Center,Tier 3
HCO0576,221791493.0,61.0,1152,0.0003491471004448736,0.8092972463546599,Dong Nai,South,Vax Center,Tier 2
HCO0748,221737611.0,66.0,1153,0.00034906227868813396,0.8096463086333481,Hai Duong,North,Vax Center,Tier 2
HCO1777,221325546.0,63.0,1154,0.00034841360051748464,0.8099947222338656,Quang Ninh,North,Hospital,Tier 2
HCO0828,221289363.0,62.0,1155,0.0003483566407605322,0.8103430788746261,Ho Chi Minh City,South,Vax Center,Tier 2
HCO0973,221126098.0,65.0,1156,0.00034809962683910947,0.8106911785014652,Bac Ninh,North,Vax Center,Tier 3
HCO1513,220890957.0,58.0,1157,0.00034772946476825987,0.8110389079662335,Thanh Hoa,Central,Vax Center,Tier 2
HCO1161,220816673.0,64.0,1158,0.00034761252591339835,0.8113865204921469,Ha Tinh,Central,Vax Center,Tier 2
HCO1301,220517020.0,63.0,1159,0.0003471408081992766,0.8117336613003462,Dong Nai,South,Vax Center,Tier 2
HCO0830,220026790.0,58.0,1160,0.00034636908165225756,0.8120800303819985,Quang Tri,Central,Vax Center,Tier 2
HCO1698,219860033.0,61.0,1161,0.0003461065705782693,0.8124261369525768,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1168,219459423.0,63.0,1162,0.0003454759250200593,0.8127716128775969,Binh Dinh,Central,Hospital,Tier 2
HCO0620,219404634.0,59.0,1163,0.00034538967545192875,0.8131170025530489,Hanoi,North,Hospital,Tier 2
HCO1173,219284849.0,59.0,1164,0.00034520110832132744,0.8134622036613702,Binh Duong,South,Vax Center,Tier 2
HCO0555,219188010.0,62.0,1165,0.00034504866308728065,0.8138072523244575,Long An,South,Vax Center,Tier 2
HCO0368,219079698.0,60.0,1166,0.00034487815690495654,0.8141521304813625,Vinh Phuc,North,Hospital,Tier 2
HCO0807,218958569.0,61.0,1167,0.00034468747403178706,0.8144968179553943,Dong Nai,South,Vax Center,Tier 2
HCO0206,218758230.0,61.0,1168,0.0003443720977294326,0.8148411900531237,Binh Duong,South,Vax Center,Tier 2
HCO0794,218644630.0,63.0,1169,0.00034419326710759924,0.8151853833202313,Binh Dinh,Central,Vax Center,Tier 2
HCO1292,218321424.0,64.0,1170,0.0003436844719494982,0.8155290677921808,Quang Binh,Central,Vax Center,Tier 2
HCO1505,217881333.0,60.0,1171,0.000342991674879135,0.81587205946706,Hai Phong,North,Vax Center,Tier 3
HCO0500,217842245.0,65.0,1172,0.00034293014203277744,0.8162149896090928,Nam Dinh,North,Vax Center,Tier 2
HCO1266,217816313.0,67.0,1173,0.000342889319535547,0.8165578789286283,Nghe An,Central,Vax Center,Tier 2
HCO0535,217747228.0,63.0,1174,0.0003427805650152181,0.8169006594936435,Binh Dinh,Central,Vax Center,Tier 2
HCO1362,217746076.0,64.0,1175,0.00034277875152158825,0.8172434382451651,Binh Duong,South,Vax Center,Tier 2
HCO1916,217567688.0,60.0,1176,0.00034249793077363393,0.8175859361759388,Long An,South,Vax Center,Tier 2
HCO0343,217535178.0,65.0,1177,0.00034244675310183994,0.8179283829290406,Thanh Hoa,Central,Vax Center,Tier 2
HCO1414,217520268.0,60.0,1178,0.00034242328158272427,0.8182708062106233,Hai Phong,North,Vax Center,Tier 2
HCO0836,217495331.0,63.0,1179,0.0003423840254276481,0.818613190236051,Long An,South,Vax Center,Tier 2
HCO0716,217374291.0,63.0,1180,0.00034219348265945523,0.8189553837187104,Quang Binh,Central,Vax Center,Tier 2
HCO1543,217330492.0,62.0,1181,0.0003421245336946165,0.819297508252405,Da Nang,Central,Vax Center,Tier 2
HCO0853,217207155.0,64.0,1182,0.00034193037495865646,0.8196394386273637,Tien Giang,South,Vax Center,Tier 2
HCO1765,216577572.0,62.0,1183,0.00034093927707674003,0.8199803779044404,Long An,South,Vax Center,Tier 2
HCO0912,216408326.0,63.0,1184,0.00034067284778604626,0.8203210507522265,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1437,216084562.0,62.0,1185,0.00034016317421696837,0.8206612139264434,Ha Tinh,Central,Vax Center,Tier 2
HCO1139,216062278.0,58.0,1186,0.00034012809444956577,0.821001342020893,Binh Duong,South,Vax Center,Tier 2
HCO1148,215340143.0,60.0,1187,0.0003389912999856782,0.8213403333208787,Thanh Hoa,Central,Vax Center,Tier 2
HCO0104,215253902.0,60.0,1188,0.0003388555382633408,0.821679188859142,Ninh Binh,North,Vax Center,Tier 2
HCO0635,215059326.0,62.0,1189,0.0003385492341517752,0.8220177380932938,Ninh Binh,North,Vax Center,Tier 3
HCO0855,214795566.0,61.0,1190,0.000338134019672772,0.8223558721129666,Hung Yen,North,Vax Center,Tier 3
HCO1745,214538159.0,62.0,1191,0.00033772880617035777,0.8226936009191369,Quang Ngai,Central,Hospital,Tier 2
HCO1406,214503166.0,61.0,1192,0.00033767371972713757,0.823031274638864,Kien Giang,South,Vax Center,Tier 3
HCO0122,214421102.0,58.0,1193,0.00033754453349342165,0.8233688191723575,Ba Ria - Vung Tau,South,Vax Center,Tier 2
HCO1558,214377327.0,63.0,1194,0.0003374756223097002,0.8237062947946672,Da Nang,Central,Vax Center,Tier 2
HCO0958,214225304.0,64.0,1195,0.0003372363056933008,0.8240435311003604,Hai Phong,North,Vax Center,Tier 2
HCO1197,214152549.0,60.0,1196,0.00033712177381045323,0.8243806528741708,Quang Binh,Central,Vax Center,Tier 2
HCO1600,214059660.0,62.0,1197,0.0003369755467186268,0.8247176284208895,Nghe An,Central,Vax Center,Tier 2
HCO0736,214034109.0,57.0,1198,0.0003369353239966333,0.8250545637448861,Hanoi,North,Vax Center,Tier 2
HCO0348,213774784.0,56.0,1199,0.0003365270911532624,0.8253910908360393,Ha Tinh,Central,Vax Center,Tier 2
HCO1795,213295727.0,59.0,1200,0.0003357729532905545,0.8257268637893299,Lam Dong,South,Vax Center,Tier 3
HCO0502,213038054.0,56.0,1201,0.0003353673210474236,0.8260622311103774,Khanh Hoa,South,Vax Center,Tier 2
HCO0236,213003081.0,55.0,1202,0.0003353122660884678,0.8263975433764659,Hai Duong,North,Vax Center,Tier 3
HCO1338,212900109.0,62.0,1203,0.0003351501662047405,0.8267326935426706,Bac Ninh,North,Vax Center,Tier 2
HCO1347,212855897.0,60.0,1204,0.00033508056708984174,0.8270677741097605,Binh Dinh,Central,Hospital,Tier 2
HCO0854,212823344.0,62.0,1205,0.0003350293217268792,0.8274028034314874,Quang Binh,Central,Vax Center,Tier 2
HCO0924,212760531.0,63.0,1206,0.0003349304406718685,0.8277377338721593,Hai Duong,North,Vax Center,Tier 2
HCO0107,212695349.0,56.0,1207,0.00033482783030573877,0.828072561702465,Can Tho,South,Vax Center,Tier 2
HCO0730,212658971.0,64.0,1208,0.00033477056357720836,0.8284073322660422,Quang Binh,Central,Hospital,Tier 2
HCO1398,212630782.0,62.0,1209,0.0003347261880807395,0.828742058454123,Quang Ninh,North,Vax Center,Tier 2
HCO1960,212535563.0,57.0,1210,0.00033457629307210966,0.8290766347471951,Bac Ninh,North,Vax Center,Tier 2
HCO0862,212440959.0,57.0,1211,0.00033442736620461035,0.8294110621133997,Can Tho,South,Vax Center,Tier 2
HCO1162,211701307.0,60.0,1212,0.00033326299624774166,0.8297443251096474,Nghe An,Central,Vax Center,Tier 2
HCO0378,211535955.0,64.0,1213,0.000333002696943328,0.8300773278065907,Binh Duong,South,Vax Center,Tier 2
HCO1701,211471349.0,58.0,1214,0.00033290099332401317,0.8304102287999148,Can Tho,South,Vax Center,Tier 2
HCO1203,211144515.0,62.0,1215,0.00033238648692034877,0.8307426152868351,Hung Yen,North,Vax Center,Tier 3
HCO0793,210966796.0,62.0,1216,0.00033210671932103886,0.8310747220061562,Vinh Phuc,North,Vax Center,Tier 3
HCO0641,210255017.0,59.0,1217,0.00033098622740926136,0.8314057082335654,Bac Ninh,North,Vax Center,Tier 2
HCO1140,210138287.0,59.0,1218,0.0003308024695000483,0.8317365107030654,Quang Ninh,North,Vax Center,Tier 2
HCO1271,209914408.0,59.0,1219,0.0003304500362184864,0.8320669607392839,Hung Yen,North,Vax Center,Tier 2
HCO0485,209318678.0,61.0,1220,0.00032951223017671895,0.8323964729694606,Ninh Binh,North,Vax Center,Tier 2
HCO1958,209129414.0,58.0,1221,0.00032921428828578,0.8327256872577464,Khanh Hoa,South,Vax Center,Tier 3
HCO0120,208872248.0,61.0,1222,0.00032880945416875187,0.8330544967119152,Hanoi,North,Vax Center,Tier 2
HCO1097,208624595.0,55.0,1223,0.00032841959554208905,0.8333829163074573,Quang Tri,Central,Vax Center,Tier 2
HCO0009,208570249.0,58.0,1224,0.00032833404335041517,0.8337112503508077,Thai Nguyen,North,Vax Center,Tier 2
HCO0547,208557324.0,62.0,1225,0.0003283136966445419,0.8340395640474523,Long An,South,Vax Center,Tier 2
HCO0227,208542356.0,61.0,1226,0.00032829013382105956,0.8343678541812733,Binh Duong,South,Vax Center,Tier 2
HCO0614,208469764.0,55.0,1227,0.00032817585853496685,0.8346960300398083,Thai Nguyen,North,Vax Center,Tier 2
HCO0751,208415398.0,59.0,1228,0.00032809027485902856,0.8350241203146673,Thai Nguyen,North,Vax Center,Tier 3
HCO0301,208365804.0,56.0,1229,0.0003280122033285778,0.8353521325179959,Lam Dong,South,Vax Center,Tier 3
HCO0505,208319798.0,59.0,1230,0.00032793978007516177,0.8356800722980711,Hanoi,North,Vax Center,Tier 2
HCO1802,208159557.0,59.0,1231,0.0003276875265745174,0.8360077598246456,Kien Giang,South,Vax Center,Tier 2
HCO0527,207932609.0,59.0,1232,0.00032733026203258224,0.8363350900866782,Vinh Phuc,North,Vax Center,Tier 2
HCO1758,207703662.0,57.0,1233,0.00032696985063841955,0.8366620599373166,Khanh Hoa,South,Vax Center,Tier 2
HCO0335,207576426.0,57.0,1234,0.0003267695540451133,0.8369888294913617,Binh Dinh,Central,Vax Center,Tier 3
HCO1417,207361956.0,58.0,1235,0.00032643193253574184,0.8373152614238975,Long An,South,Hospital,Tier 2
HCO0784,207048838.0,57.0,1236,0.0003259390180406079,0.837641200441938,Quang Nam,Central,Vax Center,Tier 2
HCO0412,206969545.0,57.0,1237,0.00032581419395172556,0.8379670146358897,Hai Duong,North,Vax Center,Tier 2
HCO1779,206556981.0,57.0,1238,0.0003251647302486793,0.8382921793661384,Nghe An,Central,Vax Center,Tier 2
HCO0468,206184458.0,61.0,1239,0.00032457829961718963,0.8386167576657556,Quang Ngai,Central,Vax Center,Tier 2
HCO0071,205885682.0,59.0,1240,0.0003241079624880622,0.8389408656282437,Long An,South,Vax Center,Tier 2
