HCO_ID,Province,Region,Target_HCC,Vaccinated_HCC,Uptake_Rate,HCO_Type,HCO_Tier
HCO0686,Hung Yen,North,444,33,0.07432432432432433,Vax Center,Tier 2
HCO0687,Da Nang,Central,930,80,0.08602150537634409,Vax Center,Tier 1
HCO0688,Quang Ninh,North,621,61,0.09822866344605476,Vax Center,Tier 2
HCO0689,Binh Dinh,Central,2837,289,0.10186817060274939,Vax Center,Tier 1
HCO0690,Can Tho,South,290,25,0.08620689655172414,Vax Center,Tier 3
HCO0691,Quang Tri,Central,375,33,0.088,Vax Center,Tier 2
HCO0692,Ha Tinh,Central,565,52,0.0920353982300885,Vax Center,Tier 2
HCO0693,Hanoi,North,427,47,0.11007025761124122,Vax Center,Tier 2
HCO0694,Can Tho,South,1316,122,0.09270516717325228,Vax Center,Tier 1
HCO0695,Quang Ninh,North,314,36,0.11464968152866242,Vax Center,Tier 2
HCO0696,Hanoi,North,717,61,0.08507670850767085,Vax Center,Tier 1
HCO0697,Thai Nguyen,North,670,71,0.10597014925373134,Vax Center,Tier 2
HCO0698,Hai Phong,North,2249,194,0.08626056024899956,Hospital,Tier 1
HCO0699,Ha Tinh,Central,658,53,0.08054711246200608,Vax Center,Tier 2
HCO0700,Quang Tri,Central,168,13,0.07738095238095238,Vax Center,Tier 3
HCO0701,Nam Dinh,North,566,56,0.0989399293286219,Vax Center,Tier 2
HCO0702,Hai Phong,North,982,84,0.0855397148676171,Vax Center,Tier 1
HCO0703,Quang Ninh,North,602,49,0.08139534883720931,Vax Center,Tier 2
HCO0704,Nghe An,Central,120,9,0.075,Vax Center,Tier 3
HCO0705,Hai Phong,North,547,49,0.08957952468007313,Vax Center,Tier 2
HCO0706,Khanh Hoa,South,373,30,0.08042895442359249,Vax Center,Tier 2
HCO0707,Hung Yen,North,656,53,0.08079268292682927,Vax Center,Tier 2
HCO0708,Nam Dinh,North,366,25,0.06830601092896176,Vax Center,Tier 2
HCO0709,Nghe An,Central,833,88,0.1056422569027611,Hospital,Tier 1
HCO0710,Nghe An,Central,273,20,0.07326007326007326,Vax Center,Tier 3
HCO0711,Hanoi,North,223,21,0.09417040358744394,Vax Center,Tier 3
HCO0712,Quang Ninh,North,282,27,0.09574468085106383,Vax Center,Tier 2
HCO0713,Ho Chi Minh City,South,323,32,0.09907120743034056,Vax Center,Tier 2
HCO0714,Hanoi,North,290,32,0.1103448275862069,Vax Center,Tier 2
HCO0715,Quang Tri,Central,458,61,0.1331877729257642,Vax Center,Tier 2
HCO0716,Quang Binh,Central,418,29,0.06937799043062201,Vax Center,Tier 2
HCO0717,Ninh Binh,North,296,15,0.05067567567567568,Vax Center,Tier 2
HCO0718,Ha Tinh,Central,1083,108,0.0997229916897507,Vax Center,Tier 1
HCO0719,Dong Nai,South,195,15,0.07692307692307693,Vax Center,Tier 3
HCO0720,Ho Chi Minh City,South,373,35,0.0938337801608579,Vax Center,Tier 2
HCO0721,Vinh Phuc,North,541,55,0.10166358595194085,Vax Center,Tier 2
HCO0722,Ninh Binh,North,197,12,0.06091370558375635,Vax Center,Tier 3
HCO0723,Thai Nguyen,North,324,24,0.07407407407407407,Vax Center,Tier 2
HCO0724,Quang Binh,Central,774,74,0.09560723514211886,Hospital,Tier 1
HCO0725,Khanh Hoa,South,740,81,0.10945945945945947,Vax Center,Tier 1
HCO0726,Thai Nguyen,North,200,15,0.075,Vax Center,Tier 3
HCO0727,Ninh Binh,North,586,45,0.07679180887372014,Hospital,Tier 2
HCO0728,Tien Giang,South,704,79,0.11221590909090909,Vax Center,Tier 1
HCO0729,Hai Phong,North,992,90,0.0907258064516129,Hospital,Tier 1
HCO0730,Quang Binh,Central,422,30,0.07109004739336493,Hospital,Tier 2
HCO0731,Khanh Hoa,South,697,67,0.09612625538020086,Vax Center,Tier 2
HCO0732,Bac Ninh,North,380,39,0.10263157894736842,Vax Center,Tier 2
HCO0733,Hai Phong,North,407,42,0.10319410319410319,Hospital,Tier 2
HCO0734,Bac Ninh,North,530,59,0.11132075471698114,Vax Center,Tier 2
HCO0735,Long An,South,903,97,0.10741971207087486,Vax Center,Tier 1
HCO0736,Hanoi,North,305,28,0.09180327868852459,Vax Center,Tier 2
HCO0737,Hung Yen,North,453,32,0.0706401766004415,Vax Center,Tier 2
HCO0738,Hanoi,North,309,22,0.07119741100323625,Vax Center,Tier 2
HCO0739,Quang Ninh,North,355,27,0.07605633802816901,Vax Center,Tier 2
HCO0740,Quang Ngai,Central,310,28,0.09032258064516129,Vax Center,Tier 2
HCO0741,Thai Nguyen,North,579,55,0.09499136442141623,Vax Center,Tier 2
HCO0742,Da Nang,Central,866,90,0.10392609699769054,Vax Center,Tier 1
HCO0743,Quang Nam,Central,312,21,0.0673076923076923,Vax Center,Tier 2
HCO0744,Ho Chi Minh City,South,176,14,0.07954545454545454,Vax Center,Tier 3
HCO0745,Hanoi,North,184,18,0.09782608695652174,Vax Center,Tier 3
HCO0746,Ho Chi Minh City,South,346,26,0.07514450867052024,Vax Center,Tier 2
HCO0747,Quang Ngai,Central,1245,97,0.07791164658634538,Vax Center,Tier 1
HCO0748,Hai Duong,North,318,31,0.09748427672955975,Vax Center,Tier 2
HCO0749,Dong Nai,South,351,24,0.06837606837606838,Vax Center,Tier 2
HCO0750,Ho Chi Minh City,South,619,63,0.10177705977382875,Vax Center,Tier 2
HCO0751,Thai Nguyen,North,288,28,0.09722222222222222,Vax Center,Tier 3
HCO0752,Long An,South,449,41,0.09131403118040089,Vax Center,Tier 2
HCO0753,Ha Tinh,Central,1602,129,0.08052434456928839,Hospital,Tier 1
HCO0754,Quang Ngai,Central,614,68,0.11074918566775244,Hospital,Tier 2
HCO0755,Kien Giang,South,270,16,0.05925925925925926,Vax Center,Tier 3
HCO0756,Thanh Hoa,Central,736,48,0.06521739130434782,Vax Center,Tier 1
HCO0757,Binh Duong,South,115,13,0.11304347826086956,Vax Center,Tier 3
HCO0758,Ninh Binh,North,286,26,0.09090909090909091,Vax Center,Tier 3
HCO0759,Binh Duong,South,362,42,0.11602209944751381,Vax Center,Tier 2
HCO0760,Quang Ngai,Central,229,18,0.07860262008733625,Vax Center,Tier 3
HCO0761,Hung Yen,North,1098,87,0.07923497267759563,Vax Center,Tier 1
HCO0762,Nghe An,Central,240,23,0.09583333333333334,Vax Center,Tier 3
HCO0763,Nam Dinh,North,275,30,0.10909090909090909,Vax Center,Tier 3
HCO0764,Quang Ninh,North,425,27,0.06352941176470588,Vax Center,Tier 2
HCO0765,Hanoi,North,498,38,0.07630522088353414,Vax Center,Tier 2
HCO0766,Ninh Binh,North,330,27,0.08181818181818182,Vax Center,Tier 2
HCO0767,Hanoi,North,125,11,0.088,Vax Center,Tier 3
HCO0768,Hai Duong,North,230,14,0.06086956521739131,Vax Center,Tier 3
HCO0769,Lam Dong,South,766,80,0.10443864229765012,Hospital,Tier 1
HCO0770,Khanh Hoa,South,704,63,0.08948863636363637,Vax Center,Tier 1
HCO0771,Lam Dong,South,463,38,0.08207343412526998,Vax Center,Tier 2
HCO0772,Nam Dinh,North,276,29,0.10507246376811594,Hospital,Tier 3
HCO0773,Ba Ria - Vung Tau,South,450,44,0.09777777777777778,Vax Center,Tier 2
HCO0774,Quang Nam,Central,169,13,0.07692307692307693,Vax Center,Tier 3
HCO0775,Bac Ninh,North,887,80,0.09019165727170236,Hospital,Tier 1
HCO0776,Bac Ninh,North,135,11,0.08148148148148149,Vax Center,Tier 3
HCO0777,Khanh Hoa,South,764,68,0.08900523560209424,Vax Center,Tier 1
HCO0778,Hung Yen,North,440,38,0.08636363636363636,Vax Center,Tier 2
HCO0779,Quang Tri,Central,376,33,0.08776595744680851,Vax Center,Tier 2
HCO0780,Kien Giang,South,852,85,0.09976525821596244,Vax Center,Tier 1
HCO0781,Hanoi,North,1994,169,0.08475426278836509,Hospital,Tier 1
HCO0782,Hanoi,North,254,22,0.08661417322834646,Vax Center,Tier 3
HCO0783,Kien Giang,South,396,36,0.09090909090909091,Vax Center,Tier 2
HCO0784,Quang Nam,Central,368,27,0.07336956521739131,Vax Center,Tier 2
HCO0785,Bac Ninh,North,428,45,0.10514018691588785,Vax Center,Tier 2
HCO0786,Ba Ria - Vung Tau,South,343,27,0.07871720116618076,Vax Center,Tier 2
HCO0787,Ba Ria - Vung Tau,South,1300,125,0.09615384615384616,Vax Center,Tier 1
HCO0788,Hue,Central,374,36,0.0962566844919786,Vax Center,Tier 2
HCO0789,Quang Ngai,Central,169,10,0.05917159763313609,Vax Center,Tier 3
HCO0790,Vinh Phuc,North,394,37,0.09390862944162437,Vax Center,Tier 2
HCO0791,Hai Phong,North,491,44,0.08961303462321792,Vax Center,Tier 2
HCO0792,Quang Nam,Central,272,19,0.06985294117647059,Vax Center,Tier 3
HCO0793,Vinh Phuc,North,257,26,0.10116731517509728,Vax Center,Tier 3
HCO0794,Binh Dinh,Central,320,33,0.103125,Vax Center,Tier 2
HCO0795,Binh Duong,South,454,38,0.08370044052863436,Vax Center,Tier 2
HCO0796,Hanoi,North,427,48,0.11241217798594848,Vax Center,Tier 2
HCO0797,Quang Nam,Central,1253,110,0.08778930566640064,Hospital,Tier 1
HCO0798,Thai Nguyen,North,243,22,0.09053497942386832,Vax Center,Tier 3
HCO0799,Ho Chi Minh City,South,270,20,0.07407407407407407,Vax Center,Tier 3
HCO0800,Thai Nguyen,North,2172,204,0.09392265193370165,Vax Center,Tier 1
HCO0801,Quang Ngai,Central,253,18,0.07114624505928854,Vax Center,Tier 3
HCO0802,Da Nang,Central,273,25,0.09157509157509157,Vax Center,Tier 3
HCO0803,Nghe An,Central,1713,163,0.09515469935785172,Hospital,Tier 1
HCO0804,Binh Dinh,Central,574,54,0.09407665505226481,Hospital,Tier 2
HCO0805,Lam Dong,South,137,6,0.043795620437956206,Vax Center,Tier 3
HCO0806,Da Nang,Central,485,44,0.09072164948453608,Vax Center,Tier 2
HCO0807,Dong Nai,South,303,32,0.10561056105610561,Vax Center,Tier 2
HCO0808,Kien Giang,South,231,14,0.06060606060606061,Hospital,Tier 3
HCO0809,Nghe An,Central,287,29,0.10104529616724739,Vax Center,Tier 3
HCO0810,Quang Tri,Central,526,49,0.09315589353612168,Vax Center,Tier 2
HCO0811,Hanoi,North,616,52,0.08441558441558442,Vax Center,Tier 2
HCO0812,Binh Duong,South,492,41,0.08333333333333333,Vax Center,Tier 2
HCO0813,Quang Tri,Central,443,36,0.08126410835214447,Hospital,Tier 2
HCO0814,Nghe An,Central,798,59,0.07393483709273183,Hospital,Tier 1
HCO0815,Quang Ninh,North,204,15,0.07352941176470588,Vax Center,Tier 3
HCO0816,Ba Ria - Vung Tau,South,1283,118,0.09197194076383476,Vax Center,Tier 1
HCO0817,Nghe An,Central,1221,104,0.08517608517608517,Hospital,Tier 1
HCO0818,Khanh Hoa,South,158,9,0.056962025316455694,Vax Center,Tier 3
HCO0819,Bac Ninh,North,1006,111,0.110337972166998,Hospital,Tier 1
HCO0820,Can Tho,South,747,61,0.08165997322623829,Vax Center,Tier 1
HCO0821,Hung Yen,North,754,67,0.08885941644562334,Vax Center,Tier 1
HCO0822,Hung Yen,North,303,37,0.12211221122112212,Hospital,Tier 3
HCO0823,Ho Chi Minh City,South,305,22,0.07213114754098361,Hospital,Tier 2
HCO0824,Long An,South,376,34,0.09042553191489362,Vax Center,Tier 2
HCO0825,Hung Yen,North,365,30,0.0821917808219178,Hospital,Tier 2
HCO0826,Quang Binh,Central,224,16,0.07142857142857142,Vax Center,Tier 3
HCO0827,Lam Dong,South,479,40,0.08350730688935282,Vax Center,Tier 2
HCO0828,Ho Chi Minh City,South,371,29,0.07816711590296496,Vax Center,Tier 2
HCO0829,Nghe An,Central,336,30,0.08928571428571429,Vax Center,Tier 2
HCO0830,Quang Tri,Central,298,30,0.10067114093959731,Vax Center,Tier 2
HCO0831,Lam Dong,South,140,10,0.07142857142857142,Vax Center,Tier 3
HCO0832,Lam Dong,South,848,90,0.10613207547169812,Vax Center,Tier 1
HCO0833,Dong Nai,South,1377,115,0.08351488743645606,Hospital,Tier 1
HCO0834,Da Nang,Central,235,22,0.09361702127659574,Vax Center,Tier 3
HCO0835,Quang Ninh,North,422,50,0.11848341232227488,Vax Center,Tier 2
HCO0836,Long An,South,357,29,0.08123249299719888,Vax Center,Tier 2
HCO0837,Ho Chi Minh City,South,1847,172,0.09312398484028153,Hospital,Tier 1
HCO0838,Binh Duong,South,406,43,0.10591133004926108,Vax Center,Tier 2
HCO0839,Quang Ninh,North,165,16,0.09696969696969697,Vax Center,Tier 3
HCO0840,Hung Yen,North,118,8,0.06779661016949153,Vax Center,Tier 3
HCO0841,Lam Dong,South,587,52,0.08858603066439523,Vax Center,Tier 2
HCO0842,Hanoi,North,656,69,0.10518292682926829,Vax Center,Tier 2
HCO0843,Kien Giang,South,182,12,0.06593406593406594,Vax Center,Tier 3
HCO0844,Nghe An,Central,137,12,0.08759124087591241,Vax Center,Tier 3
HCO0845,Lam Dong,South,352,23,0.06534090909090909,Vax Center,Tier 2
HCO0846,Ba Ria - Vung Tau,South,178,17,0.09550561797752809,Vax Center,Tier 3
HCO0847,Nghe An,Central,291,23,0.07903780068728522,Vax Center,Tier 3
HCO0848,Ninh Binh,North,137,18,0.13138686131386862,Vax Center,Tier 3
HCO0849,Quang Ngai,Central,637,57,0.08948194662480377,Vax Center,Tier 2
HCO0850,Da Nang,Central,444,39,0.08783783783783784,Vax Center,Tier 2
HCO0851,Nghe An,Central,467,46,0.09850107066381156,Vax Center,Tier 2
HCO0852,Quang Ngai,Central,1264,115,0.09098101265822785,Vax Center,Tier 1
HCO0853,Tien Giang,South,302,31,0.10264900662251655,Vax Center,Tier 2
HCO0854,Quang Binh,Central,350,31,0.08857142857142856,Vax Center,Tier 2
HCO0855,Hung Yen,North,269,28,0.10408921933085502,Vax Center,Tier 3
HCO0856,Nghe An,Central,1659,182,0.10970464135021098,Hospital,Tier 1
HCO0857,Nghe An,Central,400,26,0.065,Vax Center,Tier 2
HCO0858,Bac Ninh,North,119,13,0.1092436974789916,Vax Center,Tier 3
HCO0859,Hai Duong,North,591,49,0.0829103214890017,Vax Center,Tier 2
HCO0860,Khanh Hoa,South,72,6,0.08333333333333333,Hospital,Tier 3
HCO0861,Ninh Binh,North,609,49,0.08045977011494253,Vax Center,Tier 2
HCO0862,Can Tho,South,418,32,0.07655502392344497,Vax Center,Tier 2
HCO0863,Thai Nguyen,North,388,35,0.09020618556701031,Vax Center,Tier 2
HCO0864,Quang Ninh,North,422,42,0.0995260663507109,Vax Center,Tier 2
HCO0865,Dong Nai,South,87,11,0.12643678160919541,Vax Center,Tier 3
HCO0866,Ba Ria - Vung Tau,South,241,17,0.07053941908713693,Vax Center,Tier 3
HCO0867,Vinh Phuc,North,232,22,0.09482758620689655,Vax Center,Tier 3
HCO0868,Hung Yen,North,1215,116,0.09547325102880659,Vax Center,Tier 1
HCO0869,Hung Yen,North,350,34,0.09714285714285714,Vax Center,Tier 2
HCO0870,Quang Tri,Central,145,7,0.04827586206896552,Vax Center,Tier 3
HCO0871,Quang Binh,Central,169,18,0.10650887573964497,Vax Center,Tier 3
HCO0872,Vinh Phuc,North,245,29,0.11836734693877551,Vax Center,Tier 3
HCO0873,Hai Phong,North,248,25,0.10080645161290322,Vax Center,Tier 3
HCO0874,Quang Binh,Central,269,23,0.08550185873605948,Vax Center,Tier 3
HCO0875,Can Tho,South,907,78,0.08599779492833518,Vax Center,Tier 1
HCO0876,Binh Dinh,Central,90,3,0.03333333333333333,Vax Center,Tier 3
HCO0877,Quang Binh,Central,611,60,0.09819967266775777,Vax Center,Tier 2
HCO0878,Quang Ninh,North,140,9,0.06428571428571428,Vax Center,Tier 3
HCO0879,Thai Nguyen,North,362,27,0.07458563535911603,Vax Center,Tier 2
HCO0880,Vinh Phuc,North,260,27,0.10384615384615385,Vax Center,Tier 3
HCO0881,Dong Nai,South,446,35,0.07847533632286996,Vax Center,Tier 2
HCO0882,Ho Chi Minh City,South,615,75,0.12195121951219512,Vax Center,Tier 2
HCO0883,Long An,South,200,15,0.075,Vax Center,Tier 3
HCO0884,Kien Giang,South,743,76,0.10228802153432032,Vax Center,Tier 1
HCO0885,Kien Giang,South,1429,137,0.09587123862841147,Hospital,Tier 1
HCO0886,Can Tho,South,442,40,0.09049773755656108,Vax Center,Tier 2
HCO0887,Quang Ninh,North,1241,122,0.09830781627719581,Hospital,Tier 1
HCO0888,Bac Ninh,North,709,71,0.1001410437235543,Vax Center,Tier 2
HCO0889,Nam Dinh,North,290,26,0.0896551724137931,Vax Center,Tier 3
HCO0890,Da Nang,Central,235,20,0.0851063829787234,Vax Center,Tier 3
HCO0891,Quang Ninh,North,243,20,0.0823045267489712,Vax Center,Tier 3
HCO0892,Ho Chi Minh City,South,499,44,0.08817635270541083,Vax Center,Tier 2
HCO0893,Quang Ngai,Central,521,54,0.1036468330134357,Vax Center,Tier 2
HCO0894,Hue,Central,318,25,0.07861635220125786,Vax Center,Tier 2
HCO0895,Hai Duong,North,311,26,0.08360128617363344,Vax Center,Tier 3
HCO0896,Thai Nguyen,North,270,23,0.08518518518518518,Vax Center,Tier 3
HCO0897,Hai Duong,North,265,18,0.06792452830188679,Vax Center,Tier 3
HCO0898,Ho Chi Minh City,South,394,42,0.1065989847715736,Vax Center,Tier 2
HCO0899,Quang Nam,Central,176,13,0.07386363636363637,Vax Center,Tier 3
HCO0900,Lam Dong,South,1036,94,0.09073359073359073,Vax Center,Tier 1
HCO0901,Vinh Phuc,North,375,34,0.09066666666666667,Vax Center,Tier 2
HCO0902,Thanh Hoa,Central,986,95,0.09634888438133875,Vax Center,Tier 1
HCO0903,Nghe An,Central,302,31,0.10264900662251655,Vax Center,Tier 3
HCO0904,Dong Nai,South,420,39,0.09285714285714286,Vax Center,Tier 2
HCO0905,Dong Nai,South,490,51,0.10408163265306122,Vax Center,Tier 2
HCO0906,Hung Yen,North,178,14,0.07865168539325842,Vax Center,Tier 3
HCO0907,Tien Giang,South,979,84,0.08580183861082738,Vax Center,Tier 1
HCO0908,Bac Ninh,North,519,47,0.0905587668593449,Vax Center,Tier 2
HCO0909,Ba Ria - Vung Tau,South,467,37,0.07922912205567452,Hospital,Tier 2
HCO0910,Quang Ninh,North,669,59,0.08819133034379671,Vax Center,Tier 2
HCO0911,Vinh Phuc,North,176,14,0.07954545454545454,Vax Center,Tier 3
HCO0912,Ho Chi Minh City,South,325,31,0.09538461538461539,Vax Center,Tier 2
HCO0913,Hung Yen,North,86,4,0.046511627906976744,Vax Center,Tier 3
HCO0914,Nghe An,Central,766,64,0.0835509138381201,Vax Center,Tier 1
HCO0915,Ha Tinh,Central,488,65,0.13319672131147542,Vax Center,Tier 2
HCO0916,Thai Nguyen,North,67,6,0.08955223880597014,Vax Center,Tier 3
HCO0917,Khanh Hoa,South,390,38,0.09743589743589744,Hospital,Tier 2
HCO0918,Ho Chi Minh City,South,808,70,0.08663366336633663,Vax Center,Tier 1
HCO0919,Ho Chi Minh City,South,471,42,0.08917197452229299,Vax Center,Tier 2
HCO0920,Ninh Binh,North,583,63,0.10806174957118353,Vax Center,Tier 2
HCO0921,Hue,Central,184,15,0.08152173913043478,Vax Center,Tier 3
HCO0922,Thai Nguyen,North,1386,100,0.07215007215007214,Hospital,Tier 1
HCO0923,Thai Nguyen,North,256,33,0.12890625,Vax Center,Tier 3
HCO0924,Hai Duong,North,282,30,0.10638297872340426,Vax Center,Tier 2
HCO0925,Tien Giang,South,801,67,0.08364544319600499,Hospital,Tier 1
HCO0926,Ba Ria - Vung Tau,South,767,64,0.08344198174706649,Vax Center,Tier 1
HCO0927,Dong Nai,South,308,29,0.09415584415584416,Vax Center,Tier 2
HCO0928,Quang Tri,Central,453,45,0.09933774834437085,Hospital,Tier 2
HCO0929,Quang Binh,Central,186,25,0.13440860215053763,Vax Center,Tier 3
HCO0930,Hue,Central,690,51,0.07391304347826087,Hospital,Tier 1
HCO0931,Hue,Central,160,14,0.0875,Vax Center,Tier 3
HCO0932,Ha Tinh,Central,235,15,0.06382978723404255,Vax Center,Tier 3
HCO0933,Bac Ninh,North,234,17,0.07264957264957266,Hospital,Tier 3
HCO0934,Bac Ninh,North,364,21,0.057692307692307696,Vax Center,Tier 2
HCO0935,Can Tho,South,716,71,0.09916201117318436,Hospital,Tier 1
HCO0936,Quang Binh,Central,1471,153,0.10401087695445276,Hospital,Tier 1
HCO0937,Can Tho,South,184,17,0.09239130434782608,Vax Center,Tier 3
HCO0938,Hai Duong,North,799,82,0.10262828535669587,Hospital,Tier 1
HCO0939,Da Nang,Central,646,63,0.09752321981424149,Vax Center,Tier 2
HCO0940,Hung Yen,North,344,26,0.0755813953488372,Vax Center,Tier 2
HCO0941,Thai Nguyen,North,919,81,0.088139281828074,Vax Center,Tier 1
HCO0942,Hanoi,North,493,36,0.07302231237322515,Vax Center,Tier 2
HCO0943,Bac Ninh,North,200,24,0.12,Vax Center,Tier 3
HCO0944,Long An,South,827,62,0.07496977025392987,Vax Center,Tier 1
HCO0945,Ninh Binh,North,537,51,0.09497206703910614,Hospital,Tier 2
HCO0946,Quang Ngai,Central,143,14,0.0979020979020979,Vax Center,Tier 3
HCO0947,Quang Binh,Central,186,15,0.08064516129032258,Vax Center,Tier 3
HCO0948,Nghe An,Central,466,57,0.1223175965665236,Vax Center,Tier 2
HCO0949,Hue,Central,45,5,0.1111111111111111,Vax Center,Tier 3
HCO0950,Hung Yen,North,342,30,0.08771929824561403,Vax Center,Tier 2
HCO0951,Kien Giang,South,155,14,0.09032258064516129,Vax Center,Tier 3
HCO0952,Binh Duong,South,346,26,0.07514450867052024,Vax Center,Tier 2
HCO0953,Lam Dong,South,146,14,0.0958904109589041,Vax Center,Tier 3
HCO0954,Quang Binh,Central,624,52,0.08333333333333333,Vax Center,Tier 2
HCO0955,Bac Ninh,North,450,41,0.09111111111111111,Vax Center,Tier 2
HCO0956,Long An,South,877,78,0.08893956670467502,Vax Center,Tier 1
HCO0957,Ninh Binh,North,1098,97,0.0883424408014572,Hospital,Tier 1
HCO0958,Hai Phong,North,360,32,0.08888888888888889,Vax Center,Tier 2
HCO0959,Ninh Binh,North,167,15,0.08982035928143713,Vax Center,Tier 3
HCO0960,Binh Duong,South,383,32,0.0835509138381201,Vax Center,Tier 2
HCO0961,Quang Ngai,Central,281,25,0.08896797153024912,Vax Center,Tier 3
HCO0962,Dong Nai,South,520,46,0.08846153846153847,Vax Center,Tier 2
HCO0963,Binh Duong,South,745,70,0.09395973154362416,Vax Center,Tier 1
HCO0964,Hung Yen,North,552,56,0.10144927536231885,Vax Center,Tier 2
HCO0965,Long An,South,199,16,0.08040201005025126,Vax Center,Tier 3
HCO0966,Ha Tinh,Central,349,43,0.12320916905444126,Vax Center,Tier 2
HCO0967,Quang Ngai,Central,230,26,0.11304347826086956,Vax Center,Tier 3
HCO0968,Hanoi,North,516,60,0.11627906976744186,Vax Center,Tier 2
HCO0969,Kien Giang,South,614,52,0.08469055374592833,Vax Center,Tier 2
HCO0970,Vinh Phuc,North,408,37,0.09068627450980392,Vax Center,Tier 2
HCO0971,Hai Phong,North,631,60,0.09508716323296355,Vax Center,Tier 2
HCO0972,Quang Binh,Central,1052,100,0.09505703422053231,Hospital,Tier 1
HCO0973,Bac Ninh,North,268,32,0.11940298507462686,Vax Center,Tier 3
HCO0974,Bac Ninh,North,1876,180,0.09594882729211088,Hospital,Tier 1
HCO0975,Quang Ngai,Central,217,22,0.10138248847926268,Vax Center,Tier 3
HCO0976,Nghe An,Central,335,35,0.1044776119402985,Vax Center,Tier 2
HCO0977,Long An,South,223,23,0.1031390134529148,Vax Center,Tier 3
HCO0978,Ninh Binh,North,269,13,0.048327137546468404,Vax Center,Tier 3
HCO0979,Lam Dong,South,975,82,0.0841025641025641,Vax Center,Tier 1
HCO0980,Quang Binh,Central,293,29,0.09897610921501707,Vax Center,Tier 3
HCO0981,Binh Dinh,Central,387,52,0.1343669250645995,Vax Center,Tier 2
HCO0982,Quang Ngai,Central,1054,99,0.09392789373814042,Hospital,Tier 1
HCO0983,Quang Binh,Central,348,33,0.09482758620689655,Vax Center,Tier 2
HCO0984,Can Tho,South,1213,117,0.09645507007419621,Vax Center,Tier 1
HCO0985,Ninh Binh,North,560,56,0.1,Vax Center,Tier 2
HCO0986,Hung Yen,North,790,64,0.0810126582278481,Hospital,Tier 1
HCO0987,Khanh Hoa,South,241,17,0.07053941908713693,Vax Center,Tier 3
HCO0988,Ho Chi Minh City,South,427,27,0.06323185011709602,Vax Center,Tier 2
HCO0989,Hanoi,North,1206,131,0.10862354892205639,Hospital,Tier 1
HCO0990,Ha Tinh,Central,431,32,0.07424593967517401,Vax Center,Tier 2
HCO0991,Ba Ria - Vung Tau,South,828,59,0.07125603864734299,Hospital,Tier 1
HCO0992,Dong Nai,South,417,45,0.1079136690647482,Vax Center,Tier 2
HCO0993,Kien Giang,South,319,27,0.08463949843260188,Vax Center,Tier 2
HCO0994,Hue,Central,516,56,0.10852713178294573,Vax Center,Tier 2
HCO0995,Binh Dinh,Central,420,39,0.09285714285714286,Vax Center,Tier 2
HCO0996,Nam Dinh,North,714,79,0.11064425770308123,Hospital,Tier 2
HCO0997,Can Tho,South,414,36,0.08695652173913043,Vax Center,Tier 2
HCO0998,Thanh Hoa,Central,660,73,0.11060606060606061,Hospital,Tier 2
HCO0999,Lam Dong,South,486,40,0.0823045267489712,Hospital,Tier 2
HCO1000,Nghe An,Central,493,38,0.07707910750507099,Vax Center,Tier 2
HCO1001,Da Nang,Central,530,49,0.09245283018867924,Vax Center,Tier 2
HCO1002,Lam Dong,South,417,43,0.10311750599520383,Vax Center,Tier 2
HCO1003,Quang Tri,Central,571,59,0.10332749562171628,Hospital,Tier 2
HCO1004,Long An,South,281,28,0.099644128113879,Vax Center,Tier 3
HCO1005,Nghe An,Central,840,92,0.10952380952380952,Vax Center,Tier 1
HCO1006,Binh Dinh,Central,262,19,0.07251908396946564,Vax Center,Tier 3
HCO1007,Ninh Binh,North,446,42,0.09417040358744394,Vax Center,Tier 2
HCO1008,Nghe An,Central,289,18,0.06228373702422145,Vax Center,Tier 3
HCO1009,Ha Tinh,Central,822,73,0.08880778588807786,Vax Center,Tier 1
HCO1010,Bac Ninh,North,761,57,0.07490144546649145,Hospital,Tier 1
HCO1011,Quang Ninh,North,331,33,0.09969788519637462,Vax Center,Tier 2
HCO1012,Binh Dinh,Central,208,12,0.057692307692307696,Vax Center,Tier 3
HCO1013,Binh Dinh,Central,328,35,0.10670731707317073,Vax Center,Tier 2
HCO1014,Binh Dinh,Central,529,59,0.11153119092627599,Vax Center,Tier 2
HCO1015,Hanoi,North,260,23,0.08846153846153847,Vax Center,Tier 3
HCO1016,Ninh Binh,North,273,24,0.08791208791208792,Vax Center,Tier 3
HCO1017,Hung Yen,North,124,11,0.08870967741935484,Vax Center,Tier 3
HCO1018,Dong Nai,South,348,44,0.12643678160919541,Vax Center,Tier 2
HCO1019,Ho Chi Minh City,South,377,33,0.08753315649867374,Vax Center,Tier 2
HCO1020,Thai Nguyen,North,194,16,0.08247422680412371,Vax Center,Tier 3
HCO1021,Binh Dinh,Central,664,56,0.08433734939759036,Vax Center,Tier 1
HCO1022,Bac Ninh,North,174,13,0.07471264367816093,Vax Center,Tier 3
HCO1023,Vinh Phuc,North,668,48,0.0718562874251497,Vax Center,Tier 2
HCO1024,Bac Ninh,North,333,28,0.08408408408408409,Vax Center,Tier 2
HCO1025,Vinh Phuc,North,834,71,0.08513189448441247,Vax Center,Tier 1
HCO1026,Binh Dinh,Central,592,47,0.07939189189189189,Vax Center,Tier 2
HCO1027,Long An,South,192,18,0.09375,Vax Center,Tier 3
HCO1028,Hung Yen,North,563,55,0.09769094138543517,Hospital,Tier 2
